playerId,position,season,team,league,gamesPlayed,goals,assists,points,pim,plusMinus,avgToi,faceoffPct,gameWinningGoals,otGoals,powerPlayGoals,powerPlayPoints,shGoals,shPoints,shots
8482511,D,2025-2026,Boston Bruins,NHL,73,7,19,26,20,17,1014,0.0,0,0,2,5,0,0,72
8479325,D,2025-2026,Boston Bruins,NHL,69,11,50,61,62,13,1463,0.0,1,1,2,23,0,0,111
8479369,D,2025-2026,Boston Bruins,NHL,77,5,9,14,22,-12,1163,0.0,0,0,0,0,0,0,82
8477507,D,2025-2026,Boston Bruins,NHL,81,2,20,22,152,18,1253,0.0,1,0,0,0,0,0,107
8478569,C,2025-2026,Pittsburgh Penguins,NHL,67,13,12,25,25,14,822,0.520202,1,0,0,0,0,0,93
8479638,R,2025-2026,Pittsburgh Penguins,NHL,64,17,17,34,14,5,759,0.0,4,0,3,5,0,0,104
8482475,R,2025-2026,Columbus Blue Jackets,NHL,29,3,3,6,6,-6,618,0.0,0,0,0,0,0,0,36
8482475,R,2025-2026,Pittsburgh Penguins,NHL,43,18,18,36,4,4,937,0.333333,4,0,2,6,0,0,104
8471675,C,2025-2026,Pittsburgh Penguins,NHL,68,29,45,74,44,0,1154,0.551749,4,1,10,23,0,0,160
8480980,C,2025-2026,Pittsburgh Penguins,NHL,78,14,16,30,19,16,835,0.474138,2,0,0,0,1,2,110
8480842,C,2025-2026,Pittsburgh Penguins,NHL,13,1,3,4,2,4,789,0.0,1,0,0,0,1,1,22
8475763,R,2025-2026,Pittsburgh Penguins,NHL,28,4,4,8,8,-1,748,0.402878,1,0,0,0,0,0,45
8485414,C,2025-2026,Pittsburgh Penguins,NHL,77,17,18,35,18,-5,904,0.436055,4,0,4,10,1,2,151
8482758,R,2025-2026,Pittsburgh Penguins,NHL,39,2,5,7,10,-10,764,1.0,0,0,1,4,0,0,36
8481481,C,2025-2026,Pittsburgh Penguins,NHL,55,7,12,19,25,6,832,0.5,1,0,0,0,1,1,49
8471215,C,2025-2026,Pittsburgh Penguins,NHL,56,19,42,61,61,13,1056,0.444898,3,0,4,22,0,0,148
8477511,R,2025-2026,Pittsburgh Penguins,NHL,81,33,31,64,43,10,911,0.304348,2,0,7,13,0,0,152
8478438,C,2025-2026,Pittsburgh Penguins,NHL,82,16,26,42,24,1,857,0.428571,2,1,5,7,0,0,130
8476483,R,2025-2026,Pittsburgh Penguins,NHL,60,24,24,48,8,-2,1137,0.36,1,0,7,16,1,2,166
8475810,R,2025-2026,Pittsburgh Penguins,NHL,72,29,36,65,26,0,1197,0.133333,4,0,8,24,1,2,183
8481725,L,2025-2026,Detroit Red Wings,NHL,39,2,1,3,12,-4,641,0.333333,1,0,0,0,0,0,42
8481725,L,2025-2026,Pittsburgh Penguins,NHL,20,5,5,10,11,3,717,0.5,0,0,0,0,0,0,27
8477365,D,2025-2026,Pittsburgh Penguins,NHL,50,2,4,6,53,5,1006,0.0,1,0,0,0,0,0,35
8479398,D,2025-2026,Colorado Avalanche,NHL,40,3,9,12,15,12,1061,0.0,1,0,0,0,0,0,31
8479398,D,2025-2026,Pittsburgh Penguins,NHL,20,0,7,7,8,5,1136,0.0,0,0,0,0,0,0,10
8477435,D,2025-2026,Pittsburgh Penguins,NHL,22,1,0,1,10,-3,918,0.0,0,0,0,0,0,0,21
8474578,D,2025-2026,Pittsburgh Penguins,NHL,75,15,51,66,22,8,1416,0.0,0,0,4,26,0,0,176
8471724,D,2025-2026,Pittsburgh Penguins,NHL,74,3,31,34,38,-4,1301,0.0,2,2,1,10,0,0,104
8486169,D,2025-2026,Pittsburgh Penguins,NHL,1,0,0,0,0,-2,1514,0.0,0,0,0,0,0,0,0
8478854,D,2025-2026,Pittsburgh Penguins,NHL,80,6,29,35,22,30,1133,0.0,0,0,0,0,0,0,72
8482470,D,2025-2026,Colorado Avalanche,NHL,16,1,2,3,6,-1,694,0.0,0,0,0,0,0,0,14
8482470,D,2025-2026,Pittsburgh Penguins,NHL,14,0,5,5,10,1,846,0.0,0,0,0,0,0,0,9
8481030,D,2025-2026,Pittsburgh Penguins,NHL,20,0,7,7,6,4,980,0.0,0,0,0,0,0,0,17
8478450,D,2025-2026,Pittsburgh Penguins,NHL,80,3,27,30,55,17,1210,0.0,1,0,0,0,0,2,70
8479022,C,2025-2026,Philadelphia Flyers,NHL,42,3,7,10,22,-1,630,0.521452,0,0,0,0,1,2,43
8484142,C,2025-2026,Philadelphia Flyers,NHL,43,5,12,17,16,-6,804,0.388889,0,0,1,4,0,0,43
8483731,L,2025-2026,Philadelphia Flyers,NHL,17,5,4,9,2,3,758,0.0,1,0,0,0,0,0,23
8480220,L,2025-2026,Philadelphia Flyers,NHL,82,18,29,47,44,26,975,0.453398,4,2,3,9,1,1,132
8476461,C,2025-2026,Philadelphia Flyers,NHL,78,12,24,36,30,-5,999,0.542024,2,0,0,1,0,0,119
8477989,C,2025-2026,Philadelphia Flyers,NHL,80,18,33,51,27,11,1108,0.545061,2,0,3,5,0,1,151
8482159,R,2025-2026,Philadelphia Flyers,NHL,29,13,4,17,22,8,1038,0.5,2,0,3,4,0,0,61
8476822,C,2025-2026,New Jersey Devils,NHL,52,0,4,4,4,-11,594,0.516634,0,0,0,0,0,1,30
8476822,C,2025-2026,Philadelphia Flyers,NHL,18,2,3,5,4,4,743,0.572464,0,0,0,0,0,0,20
8483733,R,2025-2026,Philadelphia Flyers,NHL,55,4,10,14,46,-7,677,0.666667,0,0,0,0,0,0,32
8479336,R,2025-2026,Philadelphia Flyers,NHL,47,9,4,13,19,7,711,0.28,1,0,0,0,0,1,56
8477903,R,2025-2026,Philadelphia Flyers,NHL,66,1,2,3,59,-6,624,0.6,0,0,0,0,0,0,34
8478439,R,2025-2026,Philadelphia Flyers,NHL,77,27,41,68,59,14,1145,0.377358,2,0,2,14,1,2,168
8485406,R,2025-2026,Philadelphia Flyers,NHL,9,4,6,10,6,4,1022,0.333333,1,1,2,4,0,0,32
8484387,R,2025-2026,Philadelphia Flyers,NHL,81,20,31,51,71,0,890,0.083333,3,1,4,12,0,0,163
8480015,R,2025-2026,Philadelphia Flyers,NHL,81,28,23,51,32,-6,1011,0.3,2,0,3,7,3,3,220
8475253,L,2025-2026,Philadelphia Flyers,NHL,3,0,0,0,5,0,521,0.0,0,0,0,0,0,0,3
8481533,C,2025-2026,Philadelphia Flyers,NHL,81,26,41,67,62,0,1123,0.341146,5,1,10,23,0,0,167
8482126,D,2025-2026,Philadelphia Flyers,NHL,61,2,11,13,22,15,920,0.666667,0,0,0,1,0,0,36
8482142,D,2025-2026,Philadelphia Flyers,NHL,78,8,24,32,33,-3,1293,0.0,3,0,1,9,0,0,101
8478454,D,2025-2026,Philadelphia Flyers,NHL,52,1,9,10,15,3,829,0.0,0,0,0,0,0,0,26
8477499,D,2025-2026,Philadelphia Flyers,NHL,44,1,13,14,16,10,1283,0.0,0,0,0,1,0,2,58
8477948,D,2025-2026,Philadelphia Flyers,NHL,81,11,26,37,20,12,1453,0.0,1,1,1,3,1,3,95
8476372,D,2025-2026,Philadelphia Flyers,NHL,80,4,6,10,38,1,1061,0.0,0,0,0,0,0,0,94
8481546,D,2025-2026,Philadelphia Flyers,NHL,74,4,22,26,28,5,1352,0.0,1,0,1,7,0,0,89
8478020,R,2025-2026,Ottawa Senators,NHL,81,15,20,35,18,13,967,0.368421,2,0,0,0,0,1,96
8480208,R,2025-2026,Ottawa Senators,NHL,78,32,38,70,33,-7,1041,0.583333,5,0,12,29,0,0,165
8476393,C,2025-2026,Ottawa Senators,NHL,80,9,14,23,92,9,684,0.464286,1,0,0,0,0,0,76
8481528,C,2025-2026,Ottawa Senators,NHL,81,27,31,58,59,-8,1021,0.533825,3,0,13,29,0,0,201
8474189,C,2025-2026,Ottawa Senators,NHL,67,5,10,15,12,6,684,0.542904,2,0,0,0,1,1,67
8477998,L,2025-2026,Los Angeles Kings,NHL,47,7,2,9,14,-6,885,0.375,1,0,0,0,0,0,78
8477998,L,2025-2026,Ottawa Senators,NHL,20,5,2,7,4,6,681,1.0,3,0,0,0,0,0,25
8473512,R,2025-2026,Ottawa Senators,NHL,81,14,33,47,22,19,977,0.626276,3,0,1,12,0,0,132
8482092,C,2025-2026,Ottawa Senators,NHL,76,13,22,35,81,12,1001,0.50996,2,0,1,3,1,1,129
8483676,C,2025-2026,Ottawa Senators,NHL,29,4,7,11,2,0,500,0.390625,0,0,0,3,0,0,32
8478173,R,2025-2026,Ottawa Senators,NHL,9,0,0,0,11,-1,382,0.0,0,0,0,0,0,0,3
8477073,L,2025-2026,Ottawa Senators,NHL,18,0,1,1,33,-5,240,0.0,0,0,0,0,0,0,2
8481596,C,2025-2026,Ottawa Senators,NHL,71,23,22,45,42,5,1123,0.517241,2,0,5,5,2,4,154
8482116,C,2025-2026,Ottawa Senators,NHL,80,34,49,83,39,7,1216,0.529781,5,2,9,29,2,2,194
8480801,L,2025-2026,Ottawa Senators,NHL,60,22,37,59,71,4,1018,0.575658,3,1,5,20,1,1,221
8480188,L,2025-2026,Ottawa Senators,NHL,81,17,15,32,16,-1,775,0.375,3,0,5,7,0,0,129
8478469,D,2025-2026,Ottawa Senators,NHL,57,7,24,31,22,6,1355,0.0,0,0,2,7,1,2,99
8480075,D,2025-2026,Ottawa Senators,NHL,5,0,1,1,0,1,848,0.0,0,0,0,0,0,0,4
8478502,D,2025-2026,Ottawa Senators,NHL,7,0,1,1,2,0,737,0.0,0,0,0,0,0,0,2
8475324,D,2025-2026,Ottawa Senators,NHL,61,4,13,17,22,-2,1021,0.0,0,0,0,0,0,0,36
8482095,D,2025-2026,Ottawa Senators,NHL,70,3,15,18,53,2,1041,0.0,0,0,0,0,0,2,90
8484321,D,2025-2026,Ottawa Senators,NHL,49,0,5,5,16,-2,934,0.0,0,0,0,0,0,1,37
8482105,D,2025-2026,Ottawa Senators,NHL,67,14,40,54,8,16,1490,0.0,3,0,5,22,0,0,147
8481606,D,2025-2026,Ottawa Senators,NHL,72,7,23,30,22,15,1120,0.0,1,0,0,2,0,0,106
8481575,D,2025-2026,Ottawa Senators,NHL,10,0,2,2,0,3,803,0.0,0,0,0,0,0,0,8
8482245,D,2025-2026,Ottawa Senators,NHL,80,5,25,30,55,22,1246,0.0,0,0,0,0,0,0,88
8478463,R,2025-2026,Washington Capitals,NHL,82,15,13,28,30,7,948,0.505747,4,0,1,1,0,1,155
8479400,C,2025-2026,Washington Capitals,NHL,29,5,14,19,19,-4,1009,0.472585,0,0,3,6,0,0,42
8479520,L,2025-2026,Washington Capitals,NHL,82,4,5,9,78,-2,664,0.325581,0,0,0,0,1,1,64
8483573,R,2025-2026,Washington Capitals,NHL,62,12,12,24,18,8,734,0.166667,0,0,2,4,0,0,91
8480144,C,2025-2026,Vancouver Canucks,NHL,38,2,4,6,10,-12,902,0.526902,0,0,0,0,0,0,36
8480144,C,2025-2026,Washington Capitals,NHL,2,0,0,0,2,-1,544,0.357143,0,0,0,0,0,0,0
8482148,C,2025-2026,Washington Capitals,NHL,74,4,12,16,31,0,530,0.398671,0,0,0,0,0,0,53
8484186,R,2025-2026,Washington Capitals,NHL,75,20,25,45,47,2,865,0.545455,3,0,4,14,0,0,153
8481580,L,2025-2026,Washington Capitals,NHL,78,14,32,46,30,8,1014,0.428803,5,1,2,5,0,1,142
8483491,L,2025-2026,Washington Capitals,NHL,13,2,1,3,2,1,578,0.0,0,0,0,0,0,0,12
8471214,L,2025-2026,Washington Capitals,NHL,82,32,32,64,26,-5,1047,0.5,5,0,5,19,0,0,244
8481656,L,2025-2026,Washington Capitals,NHL,76,25,27,52,20,20,1094,0.447761,5,0,0,1,2,3,159
8484999,L,2025-2026,Washington Capitals,NHL,4,1,3,4,2,1,954,0.452381,0,0,1,1,0,0,7
8482088,C,2025-2026,Washington Capitals,NHL,78,15,20,35,35,17,884,0.459302,1,1,3,3,0,0,108
8478440,C,2025-2026,Washington Capitals,NHL,80,19,39,58,46,2,1082,0.582459,2,0,6,21,0,0,143
8476880,R,2025-2026,Washington Capitals,NHL,72,30,32,62,117,15,1168,0.447368,3,0,7,12,1,1,153
8480990,D,2025-2026,Washington Capitals,NHL,26,1,6,7,4,3,824,0.0,0,0,0,0,0,0,20
8479345,D,2025-2026,Washington Capitals,NHL,80,26,34,60,62,20,1400,0.0,8,2,8,18,0,0,221
8480796,D,2025-2026,Washington Capitals,NHL,81,5,22,27,39,15,1157,0.0,0,0,0,0,0,0,73
8484873,D,2025-2026,Washington Capitals,NHL,14,3,7,10,8,-3,1047,0.0,0,0,1,6,0,0,22
8480043,D,2025-2026,San Jose Sharks,NHL,43,1,10,11,27,-7,1208,0.0,0,0,0,2,0,0,35
8480043,D,2025-2026,Washington Capitals,NHL,4,0,0,0,2,0,1015,0.0,0,0,0,0,0,0,5
8475795,D,2025-2026,Washington Capitals,NHL,13,0,0,0,10,-1,559,0.0,0,0,0,0,0,0,5
8478911,D,2025-2026,Washington Capitals,NHL,79,2,17,19,12,18,1237,0.0,0,0,0,0,0,0,94
8480873,D,2025-2026,Washington Capitals,NHL,73,5,24,29,12,4,1152,0.0,1,0,0,1,0,0,90
8477845,D,2025-2026,Washington Capitals,NHL,68,3,11,14,18,6,974,0.0,2,0,0,0,0,0,44
8477964,L,2025-2026,Vegas Golden Knights,NHL,81,23,38,61,14,20,973,0.226415,3,0,2,6,0,0,133
8481604,R,2025-2026,Vegas Golden Knights,NHL,81,37,27,64,24,-3,1054,0.0,4,0,20,30,0,0,227
8475343,C,2025-2026,Washington Capitals,NHL,55,4,12,16,53,-6,933,0.486945,0,0,0,0,0,0,48
8475343,C,2025-2026,Vegas Golden Knights,NHL,19,1,3,4,20,1,705,0.5,0,0,0,0,1,1,18
8478403,C,2025-2026,Vegas Golden Knights,NHL,73,27,61,88,18,20,1273,0.476314,6,3,1,28,1,3,256
8476881,C,2025-2026,Vegas Golden Knights,NHL,81,24,33,57,39,-17,1023,0.579628,4,2,13,25,0,0,201
8482125,R,2025-2026,Vegas Golden Knights,NHL,28,3,6,9,10,-1,689,0.214286,0,0,0,0,0,0,30
8479353,C,2025-2026,Vegas Golden Knights,NHL,57,12,10,22,41,-9,891,0.50099,1,0,0,3,0,0,65
8476448,C,2025-2026,Vegas Golden Knights,NHL,14,4,3,7,4,-1,909,0.575949,1,0,1,1,1,1,30
8478434,R,2025-2026,Vegas Golden Knights,NHL,81,6,11,17,55,-17,692,0.387097,0,0,0,0,0,1,67
8478483,R,2025-2026,Vegas Golden Knights,NHL,80,23,56,79,24,16,1200,0.403794,1,0,5,24,0,1,163
8476438,L,2025-2026,Vegas Golden Knights,NHL,49,3,6,9,14,-7,803,0.290323,0,0,0,0,0,0,78
8476925,C,2025-2026,Vegas Golden Knights,NHL,65,6,5,11,28,-10,749,0.564437,2,0,0,2,0,0,73
8482062,R,2025-2026,Nashville Predators,NHL,42,6,4,10,31,-7,847,0.25,1,0,0,0,0,1,51
8482062,R,2025-2026,Vegas Golden Knights,NHL,20,2,0,2,9,0,699,0.5,1,0,0,0,0,0,18
8475191,R,2025-2026,Vegas Golden Knights,NHL,68,14,9,23,4,-11,821,0.320755,3,1,1,1,1,1,90
8475913,R,2025-2026,Vegas Golden Knights,NHL,59,28,45,73,9,25,1154,0.285714,4,2,9,27,1,2,128
8478397,D,2025-2026,Calgary Flames,NHL,48,10,20,30,53,3,1454,0.0,0,0,4,10,0,0,112
8478397,D,2025-2026,Vegas Golden Knights,NHL,32,7,9,16,18,0,1302,0.0,0,0,2,3,1,1,64
8478396,D,2025-2026,Vegas Golden Knights,NHL,70,3,25,28,14,-1,1355,0.0,0,0,0,7,0,0,134
8477018,D,2025-2026,Vegas Golden Knights,NHL,55,6,9,15,19,2,875,0.0,1,0,0,0,0,0,71
8481527,D,2025-2026,Vegas Golden Knights,NHL,77,3,12,15,26,6,959,0.0,0,0,0,0,0,0,59
8478468,D,2025-2026,Vegas Golden Knights,NHL,67,1,12,13,89,-3,1032,0.0,0,0,0,0,0,0,73
8475188,D,2025-2026,Vegas Golden Knights,NHL,62,5,6,11,26,0,1233,0.0,1,0,0,0,0,0,80
8477447,D,2025-2026,Vegas Golden Knights,NHL,69,9,29,38,24,17,1374,0.0,3,0,2,5,0,0,128
8479619,L,2025-2026,Utah Mammoth,NHL,78,15,15,30,22,3,760,0.451613,0,0,3,4,0,0,144
8483431,C,2025-2026,Utah Mammoth,NHL,53,24,19,43,26,5,1044,0.444444,3,1,6,10,2,2,102
8478474,L,2025-2026,Utah Mammoth,NHL,80,23,20,43,46,22,994,0.345679,4,0,1,1,1,2,139
8482699,R,2025-2026,Utah Mammoth,NHL,79,40,33,73,28,7,1044,0.412698,6,3,9,24,0,0,242
8480849,C,2025-2026,Utah Mammoth,NHL,67,10,15,25,54,3,907,0.526384,1,0,4,6,0,0,119
8479343,R,2025-2026,Utah Mammoth,NHL,81,26,60,86,38,22,1144,0.382353,6,4,3,27,0,0,224
8477021,C,2025-2026,Utah Mammoth,NHL,33,7,6,13,23,0,760,0.5,0,0,0,0,0,1,28
8480855,C,2025-2026,Utah Mammoth,NHL,75,9,16,25,84,11,831,0.513261,1,0,0,0,1,2,106
8477070,C,2025-2026,Utah Mammoth,NHL,37,3,1,4,43,-6,544,0.666667,0,0,0,0,0,0,34
8482175,R,2025-2026,Utah Mammoth,NHL,81,25,21,46,28,7,955,0.333333,4,0,3,5,0,0,156
8479291,C,2025-2026,Utah Mammoth,NHL,1,1,0,1,0,1,584,0.25,0,0,0,0,0,0,1
8477951,C,2025-2026,Utah Mammoth,NHL,81,33,41,74,28,19,1184,0.46097,9,1,11,20,2,2,205
8478831,C,2025-2026,Utah Mammoth,NHL,79,4,14,18,24,-9,869,0.540853,0,0,0,0,1,2,66
8479293,L,2025-2026,Utah Mammoth,NHL,55,0,3,3,50,-15,559,0.214286,0,0,0,0,0,0,41
8479977,R,2025-2026,Utah Mammoth,NHL,58,12,10,22,14,12,705,0.411765,2,0,0,0,0,0,58
8474013,D,2025-2026,Utah Mammoth,NHL,81,3,20,23,50,17,1098,0.0,0,0,0,0,0,1,62
8480084,D,2025-2026,Utah Mammoth,NHL,39,2,6,8,10,5,849,0.0,1,0,0,0,0,0,33
8480434,D,2025-2026,Utah Mammoth,NHL,60,5,22,27,50,-12,1156,0.0,2,1,0,4,0,0,84
8478507,D,2025-2026,Utah Mammoth,NHL,79,4,31,35,16,42,1213,0.0,2,0,0,0,1,2,53
8477220,D,2025-2026,Utah Mammoth,NHL,81,5,17,22,22,31,1184,0.0,1,0,0,0,0,0,84
8479410,D,2025-2026,Utah Mammoth,NHL,77,10,49,59,44,3,1461,0.0,1,0,5,26,0,2,158
8484386,D,2025-2026,Utah Mammoth,NHL,27,0,1,1,23,-11,913,0.0,0,0,0,0,0,0,25
8477346,D,2025-2026,Calgary Flames,NHL,60,3,18,21,69,-35,1387,0.0,0,0,0,5,0,1,125
8477346,D,2025-2026,Utah Mammoth,NHL,18,1,4,5,17,2,1235,0.0,0,0,0,1,0,0,28
8478891,C,2025-2026,Detroit Red Wings,NHL,65,6,8,14,44,-4,811,0.272727,2,0,0,0,0,1,63
8484794,R,2025-2026,Detroit Red Wings,NHL,13,0,1,1,2,-4,733,0.0,0,0,0,0,0,0,17
8477456,L,2025-2026,Detroit Red Wings,NHL,81,11,17,28,25,-11,940,0.507389,1,0,0,1,0,0,94
8477429,C,2025-2026,Detroit Red Wings,NHL,78,9,34,43,24,5,995,0.539326,1,1,1,8,0,0,113
8479337,R,2025-2026,Detroit Red Wings,NHL,81,41,43,84,19,9,1110,0.38,6,2,15,23,0,0,286
8484471,C,2025-2026,Detroit Red Wings,NHL,81,13,17,30,6,-10,930,0.446602,1,0,4,8,0,0,120
8474141,R,2025-2026,Detroit Red Wings,NHL,66,16,41,57,16,2,1061,0.333333,4,0,2,19,0,0,167
8483464,C,2025-2026,Detroit Red Wings,NHL,80,9,10,19,33,-18,824,0.517321,2,0,1,2,0,1,129
8477946,C,2025-2026,Detroit Red Wings,NHL,74,34,33,67,48,3,1211,0.52882,9,4,14,24,1,1,229
8482802,L,2025-2026,Detroit Red Wings,NHL,7,0,0,0,0,-2,621,0.0,0,0,0,0,0,0,3
8474102,L,2025-2026,Ottawa Senators,NHL,49,10,15,25,22,2,806,0.375,1,0,3,8,0,0,69
8474102,L,2025-2026,Detroit Red Wings,NHL,15,3,0,3,18,-8,827,0.0,0,0,0,0,0,0,23
8479992,C,2025-2026,Detroit Red Wings,NHL,64,6,8,14,8,-10,759,0.461538,0,0,0,0,1,1,65
8482078,L,2025-2026,Detroit Red Wings,NHL,79,25,51,76,22,3,1130,1.0,5,0,7,27,0,0,169
8479942,R,2025-2026,Detroit Red Wings,NHL,18,3,0,3,7,0,416,0.454545,0,0,0,0,0,0,13
8474037,L,2025-2026,Detroit Red Wings,NHL,71,15,16,31,14,-14,701,0.384615,1,0,7,11,0,0,98
8480879,D,2025-2026,Detroit Red Wings,NHL,63,1,4,5,25,0,889,0.0,0,0,0,0,0,0,41
8475279,D,2025-2026,Detroit Red Wings,NHL,81,5,9,14,75,-8,1251,0.0,0,0,0,0,0,0,102
8482762,D,2025-2026,Detroit Red Wings,NHL,71,9,16,25,75,15,1348,0.0,2,1,0,1,0,1,87
8475753,D,2025-2026,St. Louis Blues,NHL,61,11,21,32,32,-3,1350,0.0,3,0,2,9,0,1,116
8475753,D,2025-2026,Detroit Red Wings,NHL,16,4,3,7,10,-4,1217,0.0,0,0,0,0,0,0,30
8474612,D,2025-2026,Detroit Red Wings,NHL,25,0,2,2,29,-10,856,0.0,0,0,0,0,0,0,19
8481607,D,2025-2026,Detroit Red Wings,NHL,81,3,8,11,16,-16,957,0.0,1,0,0,0,1,2,61
8484223,D,2025-2026,Detroit Red Wings,NHL,67,7,14,21,18,-20,974,0.0,1,0,1,7,0,0,68
8481542,D,2025-2026,Detroit Red Wings,NHL,81,10,50,60,57,19,1547,0.0,2,1,3,28,0,0,184
8479944,L,2025-2026,Columbus Blue Jackets,NHL,27,1,4,5,12,-1,584,0.28,0,0,0,0,0,0,17
8475745,C,2025-2026,Columbus Blue Jackets,NHL,82,20,38,58,14,3,1086,0.507293,3,0,7,13,0,0,144
8483432,C,2025-2026,Columbus Blue Jackets,NHL,14,0,1,1,4,-2,546,0.383333,0,0,0,0,0,0,11
8484166,C,2025-2026,Columbus Blue Jackets,NHL,82,24,35,59,38,-13,1134,0.498195,3,2,4,13,0,0,214
8478856,R,2025-2026,Vancouver Canucks,NHL,50,7,19,26,30,-15,1137,0.37931,1,0,1,9,1,1,103
8478856,R,2025-2026,Columbus Blue Jackets,NHL,21,5,2,7,4,-6,781,0.75,0,0,1,1,0,0,34
8478046,L,2025-2026,Pittsburgh Penguins,NHL,13,1,1,2,8,1,700,0.3125,0,0,0,0,0,0,14
8478046,L,2025-2026,Columbus Blue Jackets,NHL,33,5,5,10,8,6,673,0.444444,0,0,0,0,0,0,30
8476432,C,2025-2026,Columbus Blue Jackets,NHL,67,13,25,38,44,3,965,0.526316,3,0,1,3,0,1,132
8482660,C,2025-2026,Columbus Blue Jackets,NHL,76,7,15,22,20,-8,794,0.0,0,0,1,2,0,0,114
8480806,C,2025-2026,Columbus Blue Jackets,NHL,68,4,8,12,4,-2,743,0.521401,0,0,0,0,0,0,53
8480893,R,2025-2026,Columbus Blue Jackets,NHL,76,27,40,67,32,7,1137,0.5,7,1,6,23,1,1,218
8478975,L,2025-2026,Seattle Kraken,NHL,29,4,9,13,26,-4,1017,0.322581,1,0,0,3,0,0,46
8478975,L,2025-2026,Columbus Blue Jackets,NHL,39,15,17,32,30,21,1061,0.454545,2,0,3,4,0,0,73
8477497,C,2025-2026,Columbus Blue Jackets,NHL,78,13,23,36,12,-1,1027,0.522951,3,0,1,10,2,2,131
8479671,R,2025-2026,Columbus Blue Jackets,NHL,61,15,11,26,101,13,854,0.181818,3,0,0,0,0,0,93
8482705,C,2025-2026,Columbus Blue Jackets,NHL,81,8,25,33,37,2,913,0.413793,1,0,0,1,0,0,136
8481716,L,2025-2026,Columbus Blue Jackets,NHL,63,17,15,32,59,-1,836,0.24,1,1,7,9,0,0,110
8477425,L,2025-2026,Columbus Blue Jackets,NHL,54,8,6,14,26,-10,711,0.266667,1,1,0,0,0,1,71
8481161,D,2025-2026,Columbus Blue Jackets,NHL,40,0,3,3,8,-7,603,0.0,0,0,0,0,0,0,26
8479371,D,2025-2026,Columbus Blue Jackets,NHL,74,5,6,11,33,-16,994,0.0,1,0,0,0,0,0,68
8475790,D,2025-2026,Columbus Blue Jackets,NHL,37,1,2,3,19,6,1066,0.0,0,0,0,0,0,0,34
